Source File,TF-IDF Vector Index
A-J_lemmatized.xlsx,0
A-J_lemmatized.xlsx,1
A-J_lemmatized.xlsx,2
A-J_lemmatized.xlsx,3
A-J_lemmatized.xlsx,4
A-J_lemmatized.xlsx,5
A-J_lemmatized.xlsx,6
A-J_lemmatized.xlsx,7
A-J_lemmatized.xlsx,8
A-J_lemmatized.xlsx,9
A-J_lemmatized.xlsx,10
A-J_lemmatized.xlsx,11
A-J_lemmatized.xlsx,12
A-J_lemmatized.xlsx,13
A-J_lemmatized.xlsx,14
A-J_lemmatized.xlsx,15
A-J_lemmatized.xlsx,16
A-J_lemmatized.xlsx,17
A-J_lemmatized.xlsx,18
A-J_lemmatized.xlsx,19
A-J_lemmatized.xlsx,20
A-J_lemmatized.xlsx,21
A-J_lemmatized.xlsx,22
A-J_lemmatized.xlsx,23
A-J_lemmatized.xlsx,24
A-J_lemmatized.xlsx,25
A-J_lemmatized.xlsx,26
A-J_lemmatized.xlsx,27
A-J_lemmatized.xlsx,28
A-J_lemmatized.xlsx,29
A-J_lemmatized.xlsx,30
A-J_lemmatized.xlsx,31
A-J_lemmatized.xlsx,32
A-J_lemmatized.xlsx,33
A-J_lemmatized.xlsx,34
A-J_lemmatized.xlsx,35
A-J_lemmatized.xlsx,36
A-J_lemmatized.xlsx,37
A-J_lemmatized.xlsx,38
A-J_lemmatized.xlsx,39
A-J_lemmatized.xlsx,40
A-J_lemmatized.xlsx,41
A-J_lemmatized.xlsx,42
A-J_lemmatized.xlsx,43
A-J_lemmatized.xlsx,44
A-J_lemmatized.xlsx,45
A-J_lemmatized.xlsx,46
A-J_lemmatized.xlsx,47
A-J_lemmatized.xlsx,48
A-J_lemmatized.xlsx,49
A-J_lemmatized.xlsx,50
A-J_lemmatized.xlsx,51
A-J_lemmatized.xlsx,52
A-J_lemmatized.xlsx,53
A-J_lemmatized.xlsx,54
A-J_lemmatized.xlsx,55
A-J_lemmatized.xlsx,56
A-J_lemmatized.xlsx,57
A-J_lemmatized.xlsx,58
A-J_lemmatized.xlsx,59
A-J_lemmatized.xlsx,60
A-J_lemmatized.xlsx,61
A-J_lemmatized.xlsx,62
A-J_lemmatized.xlsx,63
A-J_lemmatized.xlsx,64
A-J_lemmatized.xlsx,65
A-J_lemmatized.xlsx,66
A-J_lemmatized.xlsx,67
A-J_lemmatized.xlsx,68
A-J_lemmatized.xlsx,69
A-J_lemmatized.xlsx,70
A-J_lemmatized.xlsx,71
A-J_lemmatized.xlsx,72
A-J_lemmatized.xlsx,73
A-J_lemmatized.xlsx,74
A-J_lemmatized.xlsx,75
A-J_lemmatized.xlsx,76
A-J_lemmatized.xlsx,77
A-J_lemmatized.xlsx,78
A-J_lemmatized.xlsx,79
A-J_lemmatized.xlsx,80
A-J_lemmatized.xlsx,81
A-J_lemmatized.xlsx,82
A-J_lemmatized.xlsx,83
A-J_lemmatized.xlsx,84
A-J_lemmatized.xlsx,85
A-J_lemmatized.xlsx,86
A-J_lemmatized.xlsx,87
A-J_lemmatized.xlsx,88
A-J_lemmatized.xlsx,89
A-J_lemmatized.xlsx,90
A-J_lemmatized.xlsx,91
A-J_lemmatized.xlsx,92
A-J_lemmatized.xlsx,93
A-J_lemmatized.xlsx,94
A-J_lemmatized.xlsx,95
A-J_lemmatized.xlsx,96
A-J_lemmatized.xlsx,97
A-J_lemmatized.xlsx,98
A-J_lemmatized.xlsx,99
A-J_lemmatized.xlsx,100
A-J_lemmatized.xlsx,101
A-J_lemmatized.xlsx,102
A-J_lemmatized.xlsx,103
A-J_lemmatized.xlsx,104
A-J_lemmatized.xlsx,105
A-J_lemmatized.xlsx,106
A-J_lemmatized.xlsx,107
A-J_lemmatized.xlsx,108
A-J_lemmatized.xlsx,109
A-J_lemmatized.xlsx,110
A-J_lemmatized.xlsx,111
A-J_lemmatized.xlsx,112
A-J_lemmatized.xlsx,113
A-J_lemmatized.xlsx,114
A-J_lemmatized.xlsx,115
A-J_lemmatized.xlsx,116
A-J_lemmatized.xlsx,117
A-J_lemmatized.xlsx,118
A-J_lemmatized.xlsx,119
A-J_lemmatized.xlsx,120
A-J_lemmatized.xlsx,121
A-J_lemmatized.xlsx,122
A-J_lemmatized.xlsx,123
A-J_lemmatized.xlsx,124
A-J_lemmatized.xlsx,125
A-J_lemmatized.xlsx,126
A-J_lemmatized.xlsx,127
A-J_lemmatized.xlsx,128
A-J_lemmatized.xlsx,129
A-J_lemmatized.xlsx,130
A-J_lemmatized.xlsx,131
A-J_lemmatized.xlsx,132
A-J_lemmatized.xlsx,133
A-J_lemmatized.xlsx,134
A-J_lemmatized.xlsx,135
A-J_lemmatized.xlsx,136
A-J_lemmatized.xlsx,137
A-J_lemmatized.xlsx,138
A-J_lemmatized.xlsx,139
A-J_lemmatized.xlsx,140
A-J_lemmatized.xlsx,141
A-J_lemmatized.xlsx,142
A-J_lemmatized.xlsx,143
A-J_lemmatized.xlsx,144
A-J_lemmatized.xlsx,145
A-J_lemmatized.xlsx,146
A-J_lemmatized.xlsx,147
A-J_lemmatized.xlsx,148
A-J_lemmatized.xlsx,149
A-J_lemmatized.xlsx,150
A-J_lemmatized.xlsx,151
A-J_lemmatized.xlsx,152
A-J_lemmatized.xlsx,153
A-J_lemmatized.xlsx,154
A-J_lemmatized.xlsx,155
A-J_lemmatized.xlsx,156
A-J_lemmatized.xlsx,157
A-J_lemmatized.xlsx,158
A-J_lemmatized.xlsx,159
A-J_lemmatized.xlsx,160
A-J_lemmatized.xlsx,161
A-J_lemmatized.xlsx,162
A-J_lemmatized.xlsx,163
A-J_lemmatized.xlsx,164
A-J_lemmatized.xlsx,165
A-J_lemmatized.xlsx,166
A-J_lemmatized.xlsx,167
A-J_lemmatized.xlsx,168
A-J_lemmatized.xlsx,169
A-J_lemmatized.xlsx,170
A-J_lemmatized.xlsx,171
A-J_lemmatized.xlsx,172
A-J_lemmatized.xlsx,173
A-J_lemmatized.xlsx,174
